Identifier (RIC),Company Name,Country of Headquarters,"Company Market Cap
(EUR)","Total Assets
(FY-1, EUR)","Retained Earnings
(FY-1, EUR)","Earnings before Interest & Taxes (EBIT)
(FY-1, EUR)","Total Liabilities
(FY-1, EUR)","Revenue from Business Activities - Total
(FY-1, EUR)","Working Capital
(FY-1, EUR)",Organization Status Code,TRBC Economic Sector Name,Delisted Quote Flag,Issuer Rating,Credit Combined PD (%),Region
CGNR.L,Conroy Gold and Natural Resources PLC,Ireland,7585286.904,29290792,-585920,-877912,8550219,,-3491763,Act,Basic Materials,FALSE,,0,North
PXEN.L,Prospex Energy PLC,United Kingdom,15834889.95,31126640.48,-56505.08958,-1643274.685,1411102.198,,11144828.03,Act,Energy,FALSE,,0,North
DIGIA.HE,Digia Oyj,Finland,155386566.1,163486000,8752999.77,18208000,79768000,205672000,-6501000,Act,Technology,FALSE,,0,North
EZJ.L,Easyjet PLC,United Kingdom,5121114689,13251176899,432299382.3,739712276.4,9681104500,11178541527,88861539.7,Act,Industrials,FALSE,Baa2,0,North
TEP.L,Telecom Plus PLC,United Kingdom,712770666.2,879428196.5,1677901.526,145228646.8,579065909.9,2195191998,251924076,Act,Utilities,FALSE,A1,0,North
SOLTEQ.HE,Solteq Oyj,Finland,5463097.124,52039000,-1211000,-624000,36092000,50869000,-4493000,Act,Technology,FALSE,,0.01,North
PET.L,Petrel Resources PLC,Ireland,2167642.28,574591,-469878,-283245,1165124,,-1150434,Act,Energy,FALSE,,0,North
ACG1V.HE,Aspocomp Group Oyj,Finland,38795351.75,28410000,-3476000,-3964000,13064000,27581000,7384000,Act,Technology,FALSE,,0,North
BINV.ST,BioInvent International AB,Sweden,143536204.4,86430973.25,-37515111.8,-41173616.09,9036041.637,3904280.142,74091679.6,Act,Healthcare,FALSE,,0,North
DOM.L,Domino's Pizza Group PLC,United Kingdom,820637440.1,727328039.7,56338065.11,145972288.6,826492685.4,801641204.8,-3257232.886,Act,Consumer Cyclicals,FALSE,,0,North
MSABb.ST,Micro Systemation AB (publ),Sweden,115220426.9,25071671.4,846279.7623,4047569.303,13676338.78,35359658.39,10019756.67,Act,Technology,FALSE,,0,North
PREC.ST,Precise Biometrics AB,Sweden,14257545.14,17742168.72,-736803.3487,-822514.7308,4534839.821,7588384.257,2801565.205,Act,Technology,FALSE,,0,North
THW.ASE,Daniel Thwaites PLC,United Kingdom,70559047.08,395889221.2,6687721.383,14091984.34,93269828.58,144024856.9,-51949264.32,Act,Consumer Non-Cyclicals,FALSE,,0,North
NYRN.ASE,Newbury Racecourse PLC,United Kingdom,19012744.55,65976782.56,959495.3084,1035626.548,8822764.794,26633849.62,10634204.93,Act,Consumer Cyclicals,FALSE,,0,North
ADBA.ASE,Adnams PLC,United Kingdom,5299892.034,56341951.21,-2524415.238,-2165510.822,32073003.75,82261617.29,-14837132.74,Act,Consumer Non-Cyclicals,FALSE,,0.01,North
WATRI.L,Water Intelligence PLC,United Kingdom,52657584.33,110745263.5,4520537.567,7046425.953,47542832.42,80451403.77,9355789.502,Act,Industrials,FALSE,,0,North
CSSG.L,Croma Security Solutions Group PLC,United Kingdom,10610150.5,21322749.46,284325.2661,716304.6611,3357309.326,10310302.84,7284594.19,Act,Industrials,FALSE,,0,North
ACSO.L,accesso Technology Group PLC,United Kingdom,125830546.6,254397776.1,8773269.7,13445328,64270986,147097876.9,40696264.7,Act,Technology,FALSE,,0,North
HYDP.ASE,Hydro Hotel Eastbourne PLC,United Kingdom,4867100.212,6118618.472,237321.8965,466299.1395,1355343.092,5749135.564,1979318.375,Act,Consumer Cyclicals,FALSE,,0,North
EDENE.L,Eden Research PLC,United Kingdom,27928915.71,19140505.76,-7490528.184,-2153059.044,3516655.455,3681714.115,9437750.931,Act,Basic Materials,FALSE,,0,North
SHEP.ASE,Shepherd Neame Ltd,United Kingdom,86421294.48,430003470.4,2146553.836,17258576.06,216637907.2,203316056.6,-2388468.919,Act,Consumer Cyclicals,FALSE,,0,North
STZEb.ST,Starbreeze AB,Sweden,12397670.57,62171069.9,-27770749.91,-19073447.34,10894257.41,16238069.39,16333216.89,Act,Technology,FALSE,,0,North
SFTS.L,Software Circle PLC,United Kingdom,71196545.31,40216688.44,-2771870.866,-3381214.63,14859333.06,18906030.61,15423063.76,Act,Technology,FALSE,,0,North
WYWYN.L,Wynnstay Group PLC,United Kingdom,93802648.97,261458696.9,-1480254.53,8217842.205,101642169.2,726560833.2,102215782.6,Act,Consumer Non-Cyclicals,FALSE,,0,North
SYMU.L,Symphony Environmental Technologies PLC,United Kingdom,23282051.49,5800475.416,-1624133.116,-1313565.995,6281431.503,7964777.806,-1620507.819,Act,Basic Materials,FALSE,,0,North
ANP.L,Anpario PLC,United Kingdom,120549539.8,56972752.91,2578794.695,5911651.195,13113908.17,46156074.69,22984383.84,Act,Consumer Non-Cyclicals,FALSE,,0,North
VALX.L,ValiRx PLC,United Kingdom,2524514.782,5150466.89,-2314985.448,-2588064.58,418616.6855,60149.72163,1875441.131,Act,Healthcare,FALSE,,0,North
NOHAL.OL,Nordic Halibut AS,Norway,110857993.5,65671545.84,-8480360.136,-15841229.11,31095985.25,7692560.617,9470930.924,Act,Consumer Non-Cyclicals,FALSE,,0,North
TECH.OL,Techstep ASA,Norway,25137320.15,100056487.9,-3883418.214,-2944942.476,51564155.55,91149849.14,-18844130.52,Act,Technology,FALSE,,0,North
GMAB.CO,Genmab A/S,Denmark,14182642519,6195282600,1094364700,991013400,1233454300,3014573900,3048380400,Act,Healthcare,FALSE,Ba2,0,North
CTH1V.HE,Componenta Oyj,Finland,56825460.76,63412000,204000,-698000,37581000,97145000,-643000,Act,Basic Materials,FALSE,,0,North
ZOO.L,Zoo Digital Group PLC,United Kingdom,12827269.74,45498182.18,-20316023.31,-17643910.79,19878701.15,37643987.37,2075427.2,Act,Technology,FALSE,,0.01,North
EBQ.L,Ebiquity PLC,United Kingdom,17068439.2,104893138.9,-4402319.154,6230677.343,61638510.32,83928045.54,19383255.35,Act,Consumer Cyclicals,FALSE,,0,North
SGG.ST,Sensys Gatso Group AB,Sweden,49155761.69,100049646.9,517763.15,2027803.738,46064669.27,55147367.25,33379122.6,Act,Technology,FALSE,,0,North
CMX.L,Catalyst Media Group PLC,United Kingdom,10269661.87,37115313.04,-6368638.78,-171042.2244,66917.25225,29501.83942,665194.4944,Act,Consumer Cyclicals,FALSE,,0,North
MEKO.ST,Meko AB,Sweden,392617236.3,1477538412,18636523.04,88070410.94,899226854.6,1576704996,276967463,Act,Consumer Cyclicals,FALSE,,0,North
ETTE.HE,Etteplan Oyj,Finland,183820773.8,297751000,4818825.54,21606000,179948000,361553000,9468000,Act,Industrials,FALSE,,0,North
IDEX.OL,Idex Biometrics ASA,Norway,54554224.01,9945872.3,-13190588.14,-19995394.29,5393585.6,767754.4901,5596424.6,Act,Technology,FALSE,,0.01,North
HVAL.NFF,Hval Sjokoladefabrikk ASA,Norway,11535552.9,4289444.489,-501221.5269,-436686.3056,2307310.137,3918302.522,805868.0757,Act,Consumer Non-Cyclicals,FALSE,,,North
LSG.OL,Leroy Seafood Group ASA,Norway,2151923208,3639946011,227075568.6,237390425.2,1841111443,2645089492,967660183.8,Act,Consumer Non-Cyclicals,FALSE,,0,North
PHO.OL,Photocure ASA,Norway,146770849.9,62810482.35,-283845.7816,1733583.862,20172766.73,44649366.37,27204663.54,Act,Healthcare,FALSE,,0,North
IDOXgb.ASE,Idox PLC,United Kingdom,431957073,173599842.6,2415339.258,13596060.83,80826163.91,103818107.8,-17001001.79,Act,Technology,FALSE,,0,North
NSISb.CO,Novozymes A/S,Denmark,22559447904,15195600000,-81200000,712300000,4019600000,3833500000,791100000,Act,Basic Materials,FALSE,,0,North
SSH1V.HE,SSH Communications Security Oyj,Finland,109066183.5,30088363,-1082910,-261700,21056965,22150410,-7062044,Act,Technology,FALSE,,0,North
ARRA.OL,Arribatec Group ASA,Norway,31926522.09,37584155.92,-7029262.316,-4307912.13,21509221.45,48842975.33,-5858525.942,Act,Industrials,FALSE,,0,North
PCIPP.L,PCI- PAL PLC,United Kingdom,37390526.65,18310021.62,-1391306.747,-1024303.865,20634766.56,21194121.44,-6961254.03,Act,Technology,FALSE,,0,North
EQNR.OL,Equinor ASA,Norway,70062024090,1.27E+11,969763600,31009253600,85734249900,99006681800,10570809600,Act,Energy,FALSE,a1,0,North
ARC.L,Arcontech Group PLC,United Kingdom,12010066.36,12462453.77,668130.5175,1026299.369,2709092.55,3434287.886,7126361.664,Act,Technology,FALSE,,0,North
TEL.OL,Telenor ASA,Norway,17589392354,19444965748,413700977.5,1469709266,12495673157,6415169616,-1608827692,Act,Technology,FALSE,baa2,0,North
GMRG.L,Gaming Realms PLC,United Kingdom,96077950,47154030.78,10683902.92,9656208.521,6120133.574,34398938.81,19583641.23,Act,Technology,FALSE,,0,North
TRBG.L,Tribal Group PLC,United Kingdom,150052070.5,136633823.7,3273643.313,8329724.384,74440642.94,108768581.5,-28317195.92,Act,Academic & Educational Services,FALSE,,0,North
DISD.L,Distil PLC,United Kingdom,1414101.041,8224386.468,-1364883.249,-1040913.532,778930.8003,1781248.662,1923935.685,Act,Consumer Non-Cyclicals,FALSE,,0.01,North
PAGE.L,Pagegroup PLC,United Kingdom,412041187.2,785595847,-30491165.77,63381069.81,468492315,2101387775,193238004.8,Act,Industrials,FALSE,,0,North
SVIK.ST,Studsvik AB,Sweden,159763444.2,93101607.91,-597377.9278,2420363.615,57891966.28,78032830.49,-5730168.483,Act,Industrials,FALSE,,0,North
TEM1V.HE,Tecnotree Oyj,Finland,97424819.02,138866000,8156000,24818000,23178000,71560000,74395000,Act,Technology,FALSE,,0,North
GLA1V.HE,Glaston Oyj Abp,Finland,45672050.66,186527000,-1736495.55,5458200,119683000,217945000,-4113000,Act,Industrials,FALSE,,0,North
IRONI.L,Ironveld PLC,United Kingdom,5042283.484,41611754.47,-2638644.518,-1970722.873,16071422.04,193532.0666,-5979432.814,Act,Basic Materials,FALSE,,0.01,North
KOA.OL,Kongsberg Automotive ASA,Norway,170798626.8,602900000,-18200000,8200000,399900000,788200000,169000000,Act,Consumer Cyclicals,FALSE,B2,0,North
AIKb.NGM,AIK Fotboll AB,Sweden,3566688.905,15916455.12,-367833.76,93137.95443,10590030.06,25115444.49,-404529.7645,Act,Consumer Cyclicals,FALSE,,0.01,North
ADDTb.ST,Addtech AB,Sweden,7808500153,1705740025,94717265.99,248402479.7,1054973439,2008227169,272081796.2,Act,Industrials,FALSE,,0,North
LAGRb.ST,Lagercrantz Group AB,Sweden,4575534364,1033966108,52149778.74,131848645.6,680434834,865078220.2,90755357,Act,Consumer Non-Cyclicals,FALSE,,0,North
ORRON.ST,Orron Energy AB,Sweden,192384435.6,448200000,-13400000,-15300000,108800000,25700000,27200000,Act,Utilities,FALSE,,0.01,North
ASOS.L,ASOS PLC,United Kingdom,404062530.7,2698609522,-402438818.7,-106105067.9,2079207820,3440988541,513771907.9,Act,Consumer Cyclicals,FALSE,,0.01,North
SUY1V.HE,Suominen Oyj,Finland,79603728.71,310376000,-5290000,-2272000,192768000,462318000,32801000,Act,Consumer Cyclicals,FALSE,,0.01,North
JHX.N,James Hardie Industries PLC,Ireland,13576143304,4834885653,391975280,795321541,2836643748,3584632425,824257452,Act,Basic Materials,FALSE,,0,North
SKMO.ST,Skane mollan AB,Sweden,53650785.49,17013490.91,-7646904.686,1441279.265,2760588,23157887.39,10591864.86,Act,Consumer Non-Cyclicals,FALSE,,0,North
BILL.ST,Billerud AB (publ),Sweden,1451910886,4388580031,76583930.34,191168709.5,1856643088,3796551157,368707474.4,Act,Basic Materials,FALSE,,0,North
IHC.L,Inspiration Healthcare Group PLC,United Kingdom,22339555.39,49123479.1,-17896237.17,-2274246.215,29232792.57,45737219.75,15926897.78,Act,Healthcare,FALSE,,0,North
QPR1V.HE,QPR Software Oyj,Finland,12426461.83,5906000,-82000,-16000,5505000,6614000,-1453000,Act,Technology,FALSE,,0,North
IMGE.L,Image Scan Holdings PLC,United Kingdom,3409720.53,3232648.321,248585.354,242021.6084,1168764.61,3435310.271,1614023.367,Act,Healthcare,FALSE,,0,North
AEO.L,Aeorema Communications PLC,United Kingdom,6833857.746,10645125.12,12469.83749,606462.2325,7334163.18,23942275.61,2213076.944,Act,Consumer Cyclicals,FALSE,,0,North
ALFA.ST,Alfa Laval AB,Sweden,20876123560,7758845935,338802530.5,908837712.9,4064606734,5849867355,927535200.9,Act,Industrials,FALSE,A1+,0,North
ITRK.L,Intertek Group PLC,United Kingdom,10363953631,4349510659,115405292.1,682401764,2603446716,4100452746,131960815.7,Act,Industrials,FALSE,,0,North
EKF.L,EKF Diagnostics Holdings PLC,United Kingdom,134626008.5,98783304.77,7543034.906,7990154.886,10311553.48,60656054.8,26724482.05,Act,Healthcare,FALSE,,0,North
NOBI.ST,Nobia AB,Sweden,185852359.8,1074406591,-104408870.1,4281200.532,696612486.5,920720228.7,-20008059.63,Act,Consumer Cyclicals,FALSE,,0.01,North
BRBY.L,Burberry Group PLC,United Kingdom,4637398146,4095178984,-89623117.53,31069347.41,2994607100,2940833230,646481421.1,Act,Consumer Cyclicals,FALSE,Baa3,0,North
JLP.L,Jubilee Metals Group PLC,United Kingdom,97344171.15,386411951.5,5558599.538,10500439.72,144682269.8,191734530,16168192.24,Act,Basic Materials,FALSE,,0,North
ENWE.L,Enwell Energy PLC,United Kingdom,47410290.44,184494627.2,22914045.7,22148087,18900731.2,43395955.2,101994210.5,Act,Energy,FALSE,,0,North
ANCR.L,Animalcare Group plc,United Kingdom,265242253.3,191914771.3,2899029.276,6902565.745,54984881.65,89699518.58,93475869.76,Act,Healthcare,FALSE,,0,North
VLE.L,Volvere PLC,United Kingdom,56380546.77,61506791.19,4815603.028,6500157.763,10879516.7,59261523.83,44281796.07,Act,Consumer Non-Cyclicals,FALSE,,0,North
JDG.L,Judges Scientific PLC,United Kingdom,356986902.3,247849480.8,4108670.086,21026723.38,142474177.4,161446565.7,51600062.55,Act,Industrials,FALSE,,0,North
MAB.L,Mitchells & Butlers PLC,United Kingdom,1706011007,6283366632,178497927.2,373767471.7,3209368772,3126708658,-431270159.7,Act,Consumer Cyclicals,FALSE,,0,North
IHG.L,InterContinental Hotels Group PLC,United Kingdom,22479991782,4586093200,350621700,1017092700,6815390400,2233160800,-56988100,Act,Consumer Cyclicals,FALSE,(P)Baa2,0,North
CDGP.L,Chapel Down Group PLC,United Kingdom,84476444,70530930.37,-1581428.325,1065468.786,31073685.76,19759412.55,19513449.44,Act,Consumer Non-Cyclicals,FALSE,,0,North
DBOX.L,Digitalbox PLC,United Kingdom,6969331.792,9801595.021,-79756.53697,1208.432378,832609.9087,4404736.019,3047666.458,Act,Technology,FALSE,,0,North
REJLb.ST,Rejlers AB (publ),Sweden,267397583.9,324244148.9,9721449.173,25285294.57,155023145,387116636.7,-6247057.919,Act,Industrials,FALSE,,0,North
PHSC.L,PHSC PLC,United Kingdom,923319.1645,4832729.955,65104.87543,508770.4648,1001975.179,4419496.639,882238.5444,Act,Industrials,FALSE,,0,North
BEM.L,Beowulf Mining PLC,United Kingdom,5248657.101,20797470.47,-2140526.483,-2004502.917,651184.3304,,658607.7305,Act,Basic Materials,FALSE,,0,North
STRDb.TE,Suntrade Group publ AB,Sweden,7311002.547,10297.01091,-182367.5763,-181422.6561,46271.71978,0,-35974.70887,Act,Energy,FALSE,,0,North
CTAI.L,Catenai PLC,United Kingdom,2824728.836,21311.54645,-301406.6513,-301406.6513,520920.0781,33068.249,-499609.685,Act,Technology,FALSE,,0,North
FUM.L,Futura Medical PLC,United Kingdom,3381783.288,16422812.33,1562515.15,1502436.725,5591837.149,16828776.73,6834665.138,Act,Healthcare,FALSE,,0.01,North
AVCT.L,Avacta Group PLC,United Kingdom,431492886.7,58331030.9,-35560539.6,-38441442.39,47115570,136552.8588,3500828.6,Act,Healthcare,FALSE,,0,North
IMM.L,ImmuPharma PLC,United Kingdom,26895947.25,1180651.726,-3001140.603,-2744602.494,1836660.119,0,-767356.9771,Act,Healthcare,FALSE,,0,North
ETIND.NFF,Evertind ASA,Norway,4337264.284,45865484.07,-2130118.119,-1038246.681,28731821.83,51939953.76,6659242.994,Act,Industrials,FALSE,,0,North
BOOMA.L,Audioboom Group PLC,Jersey,87179931.58,21001375.01,-17602481.38,-3148801.75,19035979.04,58925633.9,2660397.68,Act,Technology,FALSE,,0,North
PULS.L,Pulsar Group PLC,United Kingdom,60495144.95,106475064.2,-7916885.519,1358625.721,55064088.74,74672623.08,-34822010.84,Act,Technology,FALSE,,0,North
BANKI.L,Fiinu PLC,United Kingdom,27241921.85,1784874.599,-9593518.877,-8331646.26,832434.0564,,952440.5429,Act,Technology,FALSE,,0,North
NAS.OL,Norwegian Air Shuttle ASA,Norway,1470875695,3195398136,66013072.98,184185318.1,2580056174,3001354701,180879449.6,Act,Industrials,FALSE,CCC+,0,North
SOSIL.NGM,Sotkamo Silver AB,Sweden,126670026.6,61046424.73,-1432891.607,2839571.781,35857238.74,36014507.33,-2315343.145,Act,Basic Materials,FALSE,,0,North
OTEC.OL,Otello Corporation ASA,Norway,111208236,80884466,-15477581.6,-3419286,1284647,0,13185500.9,Act,Consumer Cyclicals,FALSE,,0,North
CLBX.L,Cellbxhealth PLC,United Kingdom,20135762.03,30764271.49,-17189950.58,-17987515.95,8479569.999,3458533.467,15890885.78,Act,Healthcare,FALSE,,0.01,North
CNSL.L,Cambridge Nutritional Sciences PLC,United Kingdom,4825540.449,16249946.76,-383617.5713,-625717.6849,4926211.007,11431335.8,7519138.311,Act,Healthcare,FALSE,,0,North
YAR.OL,Yara International ASA,Norway,9872756697,14482704600,-95624100,898287000,7718506900,13395101200,2494919700,Act,Basic Materials,FALSE,baa2,0,North
GRL.L,GoldStone Resources Ltd,Jersey,8456647.552,20068797.79,-2435070.333,-1176327.999,11713288.79,1991365.656,-8505693.705,Act,Basic Materials,FALSE,,0,North
GBSx.L,Gold Bullion Securities Ltd,Jersey,,,,,,,,Act,Industrials,FALSE,,,North
AKAST.OL,Akastor ASA,Norway,321927374.4,569731173.6,137928653.8,-2464529.241,71811283.07,24815259.95,47420941.96,Act,Energy,FALSE,,0,North
RBSN.L,Robinson PLC,United Kingdom,25238786.77,53236279.99,-5298975.979,3363067.309,24722109.6,68167670.46,8021574.127,Act,Basic Materials,FALSE,,0,North
GCM.L,GCM Resources plc,United Kingdom,16947322.01,53706328.55,-1637942.125,-1060886.146,8325419.084,,336320.9694,Act,Energy,FALSE,,0,North
WHIB.PK,Whitebeard Inc,United Kingdom,152876.3381,323618.54,-1448680.353,-857283.5348,3923385.06,996032.0454,-1753652.04,Act,Technology,FALSE,,,North
SWGS.L,Shearwater Group PLC,United Kingdom,10225114.5,72777399.37,-2537957.713,-3376536.367,19005443.7,26482477.64,5569472.179,Act,Technology,FALSE,,0,North
GCC.L,C&C Group PLC,Ireland,409977919.7,1347900000,-9800000,74400000,787200000,1665500000,47400000,Act,Consumer Non-Cyclicals,FALSE,,0,North
MBH.L,Michelmersh Brick Holdings PLC,United Kingdom,83666142.03,153424991.6,2341941.949,10518195.42,37498865.13,84719568.75,26345034.28,Act,Basic Materials,FALSE,,0,North
SAF1R.RI,Saf Tehnika AS,Latvia,32780190.08,23024704,-2369364,-3218987,6588753,27092552,13036647,Act,Technology,FALSE,,0,North
MEDI.OL,Medistim ASA,Norway,377034972.9,48862946.51,-515681.4978,11139332.24,11758099.04,47811782.3,27344716.79,Act,Healthcare,FALSE,,0,North
ITAB.ST,Itab Group AB,Sweden,326484117.7,618677162.6,27085146.22,44821548.43,246300087.7,575340928.6,158054933.9,Act,Industrials,FALSE,,0,North
ZPHR.L,Zephyr Energy PLC,United Kingdom,79176990.6,102000335.7,-3174173.39,700438.49,43372818.58,22857129.25,-21915660.18,Act,Energy,FALSE,,0,North
HFD.L,Halfords Group PLC,United Kingdom,554338712.6,1496459398,13566962.89,70524815.7,848753876.5,1984168322,-50057414.79,Act,Consumer Cyclicals,FALSE,,0,North
IVSO.ST,Invisio AB,Sweden,857557474.6,124416929.7,17609063.05,33367152.72,34511718.57,157853979.6,63885996.51,Act,Industrials,FALSE,,0,North
ALTNA.L,Altyngold PLC,United Kingdom,298596572.1,151274428.5,25521975.7,41060409,71918982.2,93230599.8,16642457,Act,Basic Materials,FALSE,,0,North
ITM.L,ITM Power PLC,United Kingdom,893364590.8,447113502.5,-31882723.32,-42708608.36,132410973.7,19334112.52,293300208.5,Act,Utilities,FALSE,,0,North
NOTE.ST,Note AB (publ),Sweden,412051244.8,280266433.8,4248785.728,33756217.74,137114795.8,340835111.5,92405607.02,Act,Technology,FALSE,,0,North
PXSP.L,Provexis PLC,United Kingdom,34006782.88,582485.8559,-685649.7435,-705940.54,359580.6557,937949.6401,222905.2003,Act,Consumer Non-Cyclicals,FALSE,,0,North
SAA.L,M&C Saatchi PLC,United Kingdom,188123970.3,284897600.7,11278299.39,41903601.15,236426169.5,477835914.2,25241735.52,Act,Consumer Cyclicals,FALSE,,0,North
NCCG.L,NCC Group PLC,United Kingdom,406140642.7,,,,,,,Act,Technology,FALSE,,0,North
SNDA.L,Sunda Energy PLC,United Kingdom,6184918.463,12011817.84,-2476077.943,-2675469.286,750436.5069,0,5123753.284,Act,Energy,FALSE,,0,North
UFO.L,Alien Metals Ltd,United Kingdom,14954816.77,16604786.9,-1502940.4,-1370612.1,1425668.4,,-1031581.2,Act,Basic Materials,FALSE,,0,North
PGRm.BA,Phoenix Global Resources Ltd,United Kingdom,209411953.4,,,,,,,Act,Energy,FALSE,,,North
PFD.L,Premier Foods PLC,United Kingdom,2082040881,2690724983,120333972.5,228957190.9,967571176.8,1373026161,164667541.3,Act,Consumer Non-Cyclicals,FALSE,WR,0,North
NANON.L,Nanoco Group PLC,United Kingdom,6458177.007,36415983.51,-1488087.51,32065.73247,56618582.58,9351317.683,16545917.95,Act,Technology,FALSE,,0.01,North
AKER.OL,Aker ASA,Norway,7462066152,9212410305,-411321432,63652841.44,3754752791,1095100821,997284505.1,Act,Energy,FALSE,,0,North
WETTERI.HE,Wetteri Oyj,Finland,26842391.23,223086000,-14970000,-6257000,190597000,447293000,-34617000,Act,Academic & Educational Services,FALSE,,0,North
PAYP.L,PayPoint plc,United Kingdom,408835397.8,607088656.7,-10253709.96,62554079.65,490864418.7,371065832.5,-16755130.54,Act,Industrials,FALSE,,0,North
BTG.L,BTG Consulting PLC,United Kingdom,218866324.1,184837582.2,-5751397.819,21512406.14,92996741.61,160125661,18968721.34,Act,Industrials,FALSE,,0,North
ECRE.L,Ecr Minerals PLC,United Kingdom,8664963.736,6407494.612,-1420801.154,-1286896.42,114481.2823,,333850.403,Act,Basic Materials,FALSE,,0,North
AGY.L,Allergy Therapeutics PLC,United Kingdom,513684265.3,78362785.87,-45575621.61,-42179369.86,69682164.64,65138881.37,17324660.18,Act,Healthcare,FALSE,,0,North
SAR.L,Sareum Holdings PLC,United Kingdom,33720529.15,3265263.587,-4035851.633,-5397656.54,770588.0457,0,2484054.879,Act,Healthcare,FALSE,,0,North
MTL.L,Metals Exploration PLC,United Kingdom,427690008.3,168344204.5,24713593.71,42301802.03,39348114.6,184631413.1,26614740.87,Act,Basic Materials,FALSE,,0,North
RSTP.L,Restore PLC,United Kingdom,414171270.4,669109007.9,4350356.562,42899349.43,386577517.8,290023770.8,-1087589.14,Act,Industrials,FALSE,,0,North
ASCR.L,Ascent Resources PLC,United Kingdom,4387920.662,1226074.248,-981551.4441,-936568.4755,1662063.021,1628614.147,54210.24427,Act,Energy,FALSE,,0.01,North
EOG.L,Europa Oil & Gas (Holdings) PLC,United Kingdom,23487865.33,,-1420372.633,,,,,Act,Energy,FALSE,,0,North
HIAB.HE,Hiab Oyj,Finland,3023020628,2450100000,-22679285.08,217100000,1422800000,1647300000,599100000,Act,Industrials,FALSE,,0,North
EMPR.L,Empresaria Group PLC,United Kingdom,12998547.42,122172513.4,-8096496.935,3141924.184,84227736.77,297516051.5,6042161.892,Act,Industrials,FALSE,,0,North
CWR.L,Ceres Power Holdings PLC,United Kingdom,1117874027,218850729,-34204678.47,-40988817.84,32953950.96,62706764.54,133574072.9,Act,Energy,FALSE,,0,North
CLCO.L,Cloudcoco Group PLC,United Kingdom,2059509.363,21010950.81,-640043.2521,-648449.0735,23523090.56,10491665.84,-3293881.127,Act,Technology,FALSE,,0,North
STAF.L,Staffline Group PLC,United Kingdom,51887923.6,265371750.3,4954572.751,12205167.02,215342649.8,1199852508,2779394.47,Act,Industrials,FALSE,,0,North
TMRT.ASE,Tamar Minerals PLC,United Kingdom,11702935.63,4270432.559,-373654.9571,-269841.5244,721414.3797,,-50751.42432,Act,Basic Materials,FALSE,,0,North
MGN.OL,Magnora ASA,Norway,152644218.5,48891161.13,-1869642.873,-4461647.765,14710690.06,195462.664,9382207.871,Act,Energy,FALSE,,0,North
MLVN.L,Malvern International PLC,United Kingdom,8533390.202,8075621.265,-182631.5938,72514.40173,12792680.26,20099249.12,-4721959.186,Act,Academic & Educational Services,FALSE,,0,North
PYSM.L,Physiomics PLC,United Kingdom,2494668.613,498702.6338,-719080.1942,-791025.7399,165299.9863,641074.9706,308375.647,Act,Industrials,FALSE,,0,North
MAIH.L,Maintel Holdings PLC,United Kingdom,18450228.34,95953285.77,-6171893.98,2730120.174,79563337.44,116796548,-17575653.24,Act,Technology,FALSE,,0.01,North
ENT.L,Entain PLC,United Kingdom,4284656784,12254712749,-690739947.5,536543976,9814404404,6149954060,-550803478,Act,Consumer Cyclicals,FALSE,Ba2,0,North
SAL.L,Spaceandpeople PLC,United Kingdom,3300952.799,12040820.22,325068.3098,385489.9287,7848768.297,8124290.88,-2513539.347,Act,Consumer Cyclicals,FALSE,,0,North
IMPC.ST,Impact Coatings AB (publ),Sweden,40294992.76,23520391.49,-2586194.607,-2822097.493,7557629.51,9602121.193,8754618.23,Act,Industrials,FALSE,,0,North
BORG.ST,Bjorn Borg AB,Sweden,139238776.2,61935341.75,-242630.4873,8898344.248,31138831.53,88497569.91,9423533.971,Act,Consumer Cyclicals,FALSE,,0,North
TOWR.L,Tower Resources PLC,United Kingdom,8646253.302,35651443.37,-950079.5239,-947027.2799,1173403.331,0,-878855.9897,Act,Energy,FALSE,,0,North
LASER.ST,Lasernet Group AB,Sweden,78897803.47,74638712.19,-3490406.92,-999005.0384,32161339.48,19451328.82,-10799546.77,Act,Technology,FALSE,,0,North
QED.L,Quadrise PLC,United Kingdom,43008768.71,7939535.025,-3375010.43,-3642887.132,519232.3738,0,3375010.43,Act,Energy,FALSE,,0,North
ALMAC.HE,Alma Media Oyj,Finland,1086122758,526100000,14513189,77200000,291200000,312700000,-14700000,Act,Technology,FALSE,,0,North
BUCE.L,Buccaneer Energy PLC,United Kingdom,2043864.036,4151438.2,-1457543.1,-1037376.6,5453471.4,1968504.2,-372837.4,Act,Energy,FALSE,,0.02,North
PACS.L,PACSCo Ltd,Guernsey,357922.7603,26143897.01,-1310113.42,-380803.83,19848125.66,,1762260.06,Act,Consumer Non-Cyclicals,FALSE,,0.04,North
UKR.L,Ukrproduct Group Ltd,Jersey,2769960.831,19232201.3,-2462785.187,1584254.848,16847964.22,44811089.45,-5946695.734,Act,Consumer Non-Cyclicals,FALSE,,0,North
CRCL.L,Corcel PLC,United Kingdom,43643871.64,14225786.97,-3549661.319,-3298305.647,7281053.969,,-2371947.889,Act,Basic Materials,FALSE,,0,North
MDZE.L,Mediazest PLC,United Kingdom,2262069.057,4769703.185,-256977.9661,-72049.89705,4060011.699,3691356.392,-2521746.397,Act,Consumer Cyclicals,FALSE,,0,North
